,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Internship_Experience,Placement
533,94,6.74,6.6,7,3,6,0,0.0,0
534,80,6.64,6.27,2,6,7,1,0.0,0
535,114,7.71,7.98,9,3,7,0,1.0,0
536,101,9.46,9.25,6,4,5,4,1.0,0
537,117,7.13,7.05,5,6,9,2,1.0,1
538,107,5.2,4.74,5,7,3,0,0.0,0
539,118,6.95,6.52,4,1,6,0,0.0,0
540,117,9.4,8.99,6,6,2,1,1.0,0
541,111,6.06,6.1,6,9,10,4,1.0,1
542,103,8.1,7.86,2,4,3,2,1.0,0
543,95,8.53,8.24,6,10,6,5,0.0,0
544,113,6.46,6.4,6,0,5,1,0.0,0
545,87,6.63,6.34,4,0,3,5,0.0,0
546,96,5.32,5.18,7,0,8,0,1.0,0
547,126,5.48,5.38,5,8,4,2,1.0,0
548,102,5.35,4.9,4,3,3,3,0.0,0
549,92,8.81,8.86,4,10,5,3,1.0,0
550,118,9.62,9.46,7,4,2,4,0.0,1
551,86,5.62,5.47,3,5,6,2,0.0,0
552,101,5.43,5.42,10,3,2,2,0.0,0
553,98,6.89,7.35,5,3,8,2,0.0,0
554,139,8.45,8.74,1,6,2,0,0.0,0
555,120,8.02,8.4,8,1,5,5,0.0,1
556,104,9.86,9.6,6,1,3,4,1.0,0
557,102,7.38,7.32,10,5,1,1,1.0,0
558,99,8.28,8.72,4,1,10,2,0.0,1
559,91,6.98,6.54,7,5,8,2,0.0,0
560,97,9.33,8.96,5,8,7,3,0.0,0
561,122,7.81,7.69,4,2,10,2,1.0,1
562,96,9.61,9.51,1,10,9,3,1.0,1
563,73,6.67,7.0,2,3,7,5,0.0,0
564,101,7.91,7.51,1,10,5,2,0.0,0
565,130,9.18,9.19,3,4,1,5,0.0,1
566,76,5.09,4.77,6,3,5,1,1.0,0
567,85,9.22,9.42,5,1,1,5,1.0,0
568,105,9.58,9.34,8,6,3,3,1.0,0
569,73,5.64,6.09,8,1,1,3,0.0,0
570,118,9.14,9.14,9,7,2,4,0.0,1
571,95,8.41,8.55,2,10,4,4,1.0,0
572,103,6.96,7.41,10,9,4,2,1.0,0
573,82,7.3,7.14,4,4,5,2,0.0,0
574,98,9.51,9.77,7,9,8,2,0.0,1
575,100,8.71,8.67,10,6,4,4,0.0,0
576,112,8.9,8.54,9,9,3,3,0.0,1
577,92,5.44,5.29,6,8,4,2,0.0,0
578,112,6.61,6.78,3,10,9,4,1.0,1
579,81,5.3,5.74,9,3,3,3,0.0,0
580,90,6.57,6.37,4,4,4,3,0.0,0
581,126,8.66,8.54,10,4,5,4,0.0,1
582,67,5.37,5.73,5,5,8,0,0.0,0
583,88,5.79,5.83,7,0,3,0,0.0,0
584,123,6.14,6.22,1,8,2,3,1.0,0
585,77,8.86,8.94,3,4,10,5,1.0,1
586,87,8.57,8.75,9,9,8,4,1.0,1
587,95,8.81,8.95,8,6,10,2,0.0,1
588,105,8.9,8.77,5,2,10,1,1.0,0
589,97,7.0,6.85,2,5,4,3,0.0,0
590,121,8.89,8.51,2,9,6,4,0.0,1
591,121,9.34,9.23,5,1,6,3,0.0,1
592,88,7.69,7.64,8,0,4,5,0.0,0
593,110,9.07,9.21,5,8,8,0,1.0,0
594,73,9.89,9.69,2,2,9,5,1.0,1
595,96,9.86,9.91,4,6,4,0,0.0,0
596,117,7.86,7.42,8,1,8,1,0.0,0
597,101,9.75,9.33,10,6,7,4,0.0,0
598,104,7.27,6.88,2,6,2,3,1.0,0
599,98,6.31,5.95,7,3,2,0,1.0,0
600,112,8.08,8.19,10,5,8,4,1.0,1
601,116,5.07,5.3,10,10,10,2,0.0,1
602,96,8.87,8.52,1,0,3,5,1.0,0
603,141,7.87,8.12,6,4,10,4,0.0,1
604,97,7.34,7.49,10,7,1,4,0.0,0
605,89,5.47,5.32,1,3,9,2,0.0,0
606,102,8.27,8.51,8,9,2,2,1.0,0
607,91,9.41,9.04,8,5,4,2,0.0,0
608,103,7.99,7.98,9,7,10,5,0.0,0
609,85,9.31,8.96,10,4,8,4,0.0,1
610,107,8.65,8.36,1,3,8,3,1.0,1
611,67,5.61,5.92,4,3,5,1,0.0,0
612,128,8.22,8.29,4,6,10,4,1.0,1
613,92,9.42,9.35,4,9,9,3,0.0,1
614,107,9.99,10.04,10,5,9,4,1.0,1
615,136,10.0,10.38,8,2,1,1,1.0,0
616,96,7.06,6.75,9,3,4,5,0.0,0
617,101,9.98,10.1,4,0,10,4,0.0,1
618,89,5.8,6.09,1,6,7,0,1.0,0
619,113,6.01,5.85,10,5,3,2,0.0,0
620,99,6.99,6.66,2,1,5,5,0.0,0
621,103,5.71,5.43,9,8,6,3,0.0,0
622,92,8.05,8.08,8,7,1,4,1.0,0
623,102,5.58,5.4,7,5,8,2,0.0,0
624,87,9.91,9.81,3,7,9,3,1.0,1
625,94,7.29,7.29,4,3,6,4,0.0,0
626,124,9.77,10.18,8,8,7,3,1.0,1
627,102,7.5,7.32,4,5,2,5,0.0,0
628,114,7.98,8.09,10,6,2,1,1.0,0
629,118,5.54,5.32,9,1,3,0,0.0,0
630,118,7.65,8.1,3,3,5,3,0.0,1
631,92,9.71,9.66,10,7,4,0,1.0,0
632,72,7.83,8.14,9,9,4,4,1.0,0
633,61,6.08,6.2,7,8,4,5,1.0,0
634,115,5.96,5.53,4,4,8,0,0.0,0
635,99,6.76,6.4,6,1,3,0,1.0,0
636,85,9.18,9.54,5,0,6,2,0.0,0
637,108,9.17,9.05,7,9,1,4,0.0,0
638,91,7.93,7.84,2,5,1,3,0.0,0
639,93,8.79,9.14,1,10,10,4,0.0,1
640,101,7.87,7.64,7,6,4,1,0.0,0
641,117,5.92,5.49,9,1,7,2,0.0,0
642,96,6.79,7.25,4,9,2,1,0.0,0
643,71,6.18,6.14,1,0,10,0,0.0,0
644,103,7.29,7.29,2,10,1,3,0.0,0
645,132,7.09,7.31,3,3,1,2,1.0,0
646,94,8.62,8.6,3,2,9,3,0.0,1
647,91,5.39,5.18,8,6,2,5,0.0,0
648,104,9.59,9.97,8,0,2,3,0.0,0
649,76,6.53,6.67,10,2,10,1,0.0,0
650,84,6.3,6.49,8,4,5,0,0.0,0
651,94,9.25,9.05,8,9,1,0,1.0,0
652,110,5.85,6.27,1,10,4,5,0.0,0
653,89,7.2,7.61,9,2,1,2,1.0,0
654,103,8.06,7.99,10,3,4,0,0.0,0
655,103,9.32,9.12,5,0,4,0,0.0,0
656,89,9.47,9.73,10,10,2,4,1.0,0
657,90,9.54,9.12,6,3,7,3,0.0,0
658,87,7.31,7.8,7,2,9,2,1.0,0
659,94,6.55,6.53,5,2,8,2,0.0,0
660,123,5.11,5.09,8,9,5,5,0.0,0
661,98,8.39,8.03,5,5,4,3,1.0,0
662,85,7.96,7.99,10,8,2,2,0.0,0
663,91,7.12,7.45,9,8,2,2,1.0,0
664,92,7.89,7.83,6,6,3,2,0.0,0
665,67,9.92,10.09,7,8,2,4,1.0,0
666,89,9.65,9.42,1,9,9,4,0.0,1
667,100,6.01,5.67,8,3,4,2,0.0,0
668,105,9.48,9.22,6,9,6,1,0.0,0
669,96,7.28,7.54,7,8,3,1,0.0,0
670,119,8.25,8.49,5,0,8,1,0.0,1
671,112,8.27,8.54,9,10,8,2,1.0,1
672,105,8.96,8.85,2,10,10,5,1.0,1
673,94,7.24,6.92,4,8,7,2,1.0,0
674,109,8.56,8.36,6,4,3,4,1.0,0
675,94,9.69,9.47,2,6,5,0,0.0,0
676,74,7.18,6.73,5,1,7,2,0.0,0
677,91,8.5,8.56,5,6,6,3,0.0,0
678,101,6.24,6.14,9,0,5,0,0.0,0
679,97,7.52,7.21,5,9,5,0,0.0,0
680,79,8.4,8.86,4,5,5,1,1.0,0
681,104,6.86,7.19,5,8,5,1,0.0,0
682,75,9.49,9.44,1,2,2,0,0.0,0
683,72,8.41,8.75,7,5,10,0,0.0,0
684,88,5.72,5.68,8,10,7,4,0.0,0
685,100,9.43,9.04,4,2,10,2,0.0,1
686,92,7.8,7.48,7,8,7,2,1.0,0
687,76,9.84,9.72,9,4,1,1,0.0,0
688,94,9.13,8.84,9,7,8,0,0.0,0
689,105,9.82,10.08,7,7,2,4,1.0,0
690,130,9.09,8.61,1,3,3,5,0.0,1
691,113,5.46,5.8,9,0,4,0,1.0,0
692,107,7.25,7.3,4,10,2,5,0.0,0
693,90,5.51,5.19,7,1,5,4,1.0,0
694,86,6.71,6.34,4,8,2,5,1.0,0
695,84,9.57,9.18,6,3,5,4,0.0,0
696,116,6.53,6.26,1,10,9,4,0.0,1
697,112,5.26,5.68,9,5,1,1,1.0,0
698,99,9.9,9.55,5,8,1,0,1.0,0
699,113,8.21,7.93,7,6,4,5,0.0,0
700,101,5.03,5.21,4,0,6,3,1.0,0
701,118,6.48,6.82,6,4,6,1,1.0,0
702,96,5.42,5.7,4,4,9,4,0.0,0
703,118,5.73,6.12,1,8,8,3,1.0,1
704,84,9.38,9.39,6,10,10,2,0.0,1
705,113,8.63,8.64,8,5,5,2,1.0,1
706,83,5.62,5.65,4,0,6,5,0.0,0
707,83,9.18,8.7,8,10,7,3,1.0,0
708,114,8.21,8.66,6,2,1,0,0.0,0
709,128,9.72,9.51,9,2,5,3,0.0,1
710,118,7.75,8.09,3,8,6,1,1.0,0
711,97,7.02,6.86,7,6,5,0,1.0,0
712,130,5.35,4.87,9,0,6,0,1.0,0
713,118,6.16,5.71,9,2,4,0,0.0,0
714,104,7.0,6.71,6,2,6,3,0.0,0
715,83,5.88,5.68,10,5,2,0,1.0,0
716,105,9.5,9.53,5,4,6,4,0.0,0
717,117,6.92,6.77,4,2,2,5,1.0,0
718,82,6.02,6.12,6,9,9,5,1.0,0
719,110,6.03,5.65,7,2,9,5,0.0,0
720,75,8.51,8.14,5,7,1,2,0.0,0
721,117,6.8,6.5,6,10,9,2,0.0,1
722,77,7.02,6.72,9,1,7,2,0.0,0
723,64,9.37,9.52,7,10,2,5,0.0,0
724,103,9.67,9.32,10,0,7,2,1.0,0
725,108,6.54,6.77,10,8,7,2,0.0,0
726,88,7.44,7.76,6,10,9,0,0.0,0
727,96,9.83,9.64,2,8,9,3,0.0,1
728,116,7.68,7.55,7,4,5,5,0.0,0
729,114,9.83,9.94,8,5,4,3,0.0,1
730,108,7.71,7.3,2,6,5,1,1.0,0
731,93,9.24,8.91,5,5,9,4,1.0,1
732,110,6.78,7.07,6,6,5,4,0.0,0
733,83,7.15,6.79,10,4,8,0,1.0,0
734,95,7.95,7.75,8,3,2,2,0.0,0
735,107,8.12,7.71,5,8,9,4,0.0,0
736,110,6.37,6.31,9,4,7,3,1.0,0
737,91,7.73,8.09,9,0,1,3,0.0,0
738,100,5.85,6.33,7,7,4,0,1.0,0
739,92,6.17,6.29,9,8,7,4,1.0,0
740,92,7.21,6.96,7,2,8,0,0.0,0
741,127,5.91,6.07,2,0,6,0,1.0,0
742,114,6.72,6.45,2,3,6,0,0.0,0
743,105,7.68,8.17,2,2,1,3,1.0,0
744,96,9.72,10.07,7,9,5,2,0.0,0
745,108,5.31,5.01,10,7,2,1,0.0,0
746,83,7.28,7.59,6,10,1,3,0.0,0
747,96,5.75,5.47,4,4,10,3,0.0,0
748,117,7.18,7.38,8,5,10,0,1.0,0
749,96,6.81,7.11,5,1,2,1,0.0,0
750,109,7.76,7.66,5,3,8,3,1.0,0
751,102,7.47,7.53,1,10,5,2,0.0,0
752,83,7.6,7.21,9,7,1,1,0.0,0
753,104,6.3,6.35,10,10,10,3,0.0,0
754,94,6.96,7.36,3,3,1,2,0.0,0
755,100,6.7,6.96,1,3,3,1,1.0,0
756,93,7.1,6.87,2,8,7,0,0.0,0
757,73,6.07,5.95,7,10,10,3,1.0,0
758,105,5.86,5.8,9,8,3,5,1.0,0
759,131,7.84,7.54,3,0,5,3,0.0,0
760,97,6.8,6.95,10,1,2,1,1.0,0
761,94,8.82,9.11,10,4,1,1,0.0,0
762,87,7.81,7.85,5,2,9,0,1.0,0
763,69,5.85,6.25,9,3,4,0,1.0,0
764,86,6.53,6.81,7,8,7,5,1.0,0
765,112,6.77,6.34,6,1,7,5,1.0,0
766,108,6.21,6.09,5,10,9,3,1.0,0
767,79,7.63,7.2,5,1,7,5,1.0,0
768,124,6.63,6.86,8,7,9,1,1.0,0
769,83,8.79,8.34,4,1,2,2,0.0,0
770,100,8.84,9.13,5,8,2,5,0.0,0
771,106,7.09,7.11,4,7,5,1,0.0,0
772,90,5.07,5.09,5,7,7,4,0.0,0
773,94,5.13,4.91,8,9,4,0,0.0,0
774,94,7.64,7.21,8,8,3,5,1.0,0
775,100,8.53,8.7,3,10,3,3,0.0,0
776,104,9.85,9.44,3,10,7,0,0.0,0
777,97,7.94,7.95,7,10,4,0,0.0,0
778,89,5.68,6.1,8,10,1,1,0.0,0
779,103,7.02,6.99,2,4,1,5,1.0,0
780,82,6.26,6.19,6,0,10,3,0.0,0
781,108,8.4,8.8,1,7,2,1,0.0,0
782,90,8.23,8.54,2,8,9,4,1.0,1
783,104,5.37,5.09,3,0,2,0,0.0,0
784,80,6.14,6.36,5,7,10,0,1.0,0
785,105,6.03,5.59,2,3,6,3,0.0,0
786,80,8.21,7.97,8,1,1,0,1.0,0
787,98,8.54,9.03,5,10,10,2,1.0,1
788,92,5.01,5.35,2,4,4,3,0.0,0
789,96,6.64,6.39,9,9,7,2,1.0,0
790,123,7.79,8.07,5,1,5,4,0.0,1
791,106,9.95,9.7,2,4,5,2,0.0,0
792,94,9.84,9.5,8,4,9,2,0.0,1
793,101,8.55,8.11,3,2,3,0,1.0,0
794,101,8.95,8.69,9,6,4,0,0.0,0
795,110,7.03,6.87,7,5,1,1,1.0,0
796,104,6.51,6.52,2,7,4,5,0.0,0
797,129,6.2,6.45,2,7,3,1,0.0,0
798,62,7.54,7.16,10,3,10,5,0.0,0
799,117,7.44,7.68,7,5,9,2,1.0,1
800,84,5.1,4.72,10,6,3,0,0.0,0
801,113,9.09,9.3,2,0,4,5,0.0,1
802,136,9.96,9.51,8,6,10,0,0.0,1
803,94,6.6,6.92,1,2,1,0,1.0,0
804,97,6.46,6.9,10,0,7,3,0.0,0
805,102,5.46,5.09,1,2,8,1,0.0,0
806,95,6.67,7.04,3,9,7,0,0.0,0
807,95,6.18,6.08,3,4,10,5,0.0,0
808,120,8.77,9.22,6,7,1,5,0.0,1
809,85,8.81,8.92,7,3,8,0,0.0,0
810,105,6.74,6.77,4,1,4,2,0.0,0
811,98,9.35,9.47,6,4,1,5,0.0,0
812,116,8.46,8.93,9,6,4,3,1.0,1
813,86,7.44,7.36,2,9,4,1,0.0,0
814,114,7.2,6.91,2,10,2,2,1.0,0
815,59,9.3,9.16,4,3,5,1,0.0,0
816,119,8.66,8.3,7,6,8,4,1.0,1
817,130,8.16,7.89,5,0,2,5,1.0,0
818,82,8.04,7.98,1,1,3,5,0.0,0
819,81,7.37,7.8,2,7,6,3,1.0,0
820,85,7.28,7.31,6,10,4,1,0.0,0
821,98,7.74,8.22,9,5,3,2,0.0,0
822,96,9.68,9.73,1,10,2,2,0.0,0
823,96,8.24,8.28,9,9,3,5,1.0,0
824,117,9.07,9.45,10,4,5,1,1.0,0
825,107,5.71,6.09,3,0,8,1,0.0,0
826,102,7.24,7.59,5,10,5,5,1.0,0
827,112,5.72,5.27,5,0,5,0,0.0,0
828,92,6.7,6.23,10,3,4,3,0.0,0
829,114,8.61,8.12,3,0,6,1,0.0,0
830,94,6.19,6.32,6,7,10,1,0.0,0
831,76,8.74,8.59,4,4,3,2,0.0,0
832,86,5.68,5.54,3,6,1,1,0.0,0
833,105,7.96,7.5,10,8,10,4,0.0,0
834,104,8.44,8.2,4,3,10,5,0.0,1
835,98,6.56,6.34,5,0,5,4,0.0,0
836,113,7.97,8.08,3,1,7,3,1.0,1
837,90,6.07,5.91,8,4,7,0,0.0,0
838,87,8.0,8.17,2,5,7,3,0.0,0
839,91,9.19,9.16,4,0,9,1,1.0,0
840,103,5.23,5.18,9,7,5,2,0.0,0
841,97,6.19,6.62,1,3,8,5,0.0,0
842,67,7.17,7.27,5,1,8,1,0.0,0
843,104,7.85,8.0,6,4,7,0,0.0,0
844,73,8.68,8.41,6,5,1,0,1.0,0
845,102,8.54,8.05,2,3,1,2,1.0,0
846,109,6.73,6.84,8,9,10,3,0.0,0
847,107,9.93,9.44,5,3,5,3,1.0,0
848,97,9.44,9.78,8,5,4,4,1.0,0
849,102,6.85,6.88,4,3,1,4,1.0,0
850,109,5.78,6.01,5,8,4,0,0.0,0
851,71,8.92,9.13,2,10,2,5,0.0,0
852,72,5.56,5.99,9,5,7,4,1.0,0
853,94,9.21,8.99,9,10,6,5,0.0,0
854,78,9.8,9.46,1,4,7,1,0.0,0
855,79,7.76,7.34,7,4,7,3,0.0,0
856,71,8.14,7.87,5,3,2,2,0.0,0
857,108,9.36,9.54,9,6,9,1,1.0,0
858,97,9.59,9.13,3,6,10,4,1.0,1
859,100,6.42,6.22,9,10,10,0,1.0,0
860,106,9.68,9.38,7,5,4,4,0.0,0
861,103,5.95,6.24,5,2,10,0,0.0,0
862,82,7.34,7.6,5,4,4,1,0.0,0
863,120,6.8,6.67,5,4,10,3,0.0,1
864,121,8.13,7.78,8,2,5,5,0.0,0
865,76,7.53,7.53,2,6,8,0,1.0,0
866,95,6.13,5.82,2,6,4,0,0.0,0
867,103,6.77,6.61,4,5,5,1,0.0,0
868,101,8.43,8.14,4,5,9,5,1.0,1
869,87,5.59,5.93,2,0,9,5,0.0,0
870,110,8.95,9.43,6,2,2,5,0.0,0
871,113,6.45,6.73,9,1,9,3,0.0,1
872,99,5.01,4.8,8,3,1,1,0.0,0
873,117,7.22,6.79,8,8,3,5,0.0,0
874,94,7.02,7.23,5,2,10,2,1.0,0
875,107,7.71,8.1,5,9,7,5,0.0,0
876,111,5.42,5.42,1,5,9,4,0.0,1
877,92,7.74,7.57,5,2,9,4,0.0,0
878,104,6.64,6.44,3,10,7,2,0.0,0
879,68,6.34,6.17,6,3,1,2,1.0,0
880,117,6.76,6.42,9,0,7,5,0.0,0
881,69,6.83,6.46,5,2,8,5,0.0,0
882,99,8.79,8.57,1,5,6,2,0.0,0
883,102,9.67,10.15,1,3,1,0,0.0,0
884,95,5.86,5.54,7,1,7,0,1.0,0
885,104,6.92,6.6,1,7,2,4,0.0,0
886,108,7.72,7.29,2,8,7,4,1.0,0
887,99,5.8,5.95,4,8,5,5,1.0,0
888,102,5.78,5.99,1,6,4,3,1.0,0
889,112,7.13,7.44,5,1,8,1,1.0,0
890,82,8.64,9.08,10,9,3,1,1.0,0
891,95,9.63,9.96,5,1,5,3,0.0,0
892,120,9.9,9.46,2,8,1,3,0.0,1
893,101,8.13,8.07,9,0,4,1,0.0,0
894,96,8.37,8.79,9,0,1,5,0.0,0
895,105,8.08,8.48,2,3,1,4,0.0,0
896,115,6.87,7.02,1,0,3,3,1.0,0
897,106,7.9,7.41,6,5,2,5,0.0,0
898,84,6.99,6.82,7,2,8,2,0.0,0
899,122,7.02,7.39,2,5,9,4,0.0,1
900,99,8.4,8.23,5,1,2,4,0.0,0
901,105,8.48,8.2,2,3,9,0,0.0,0
902,85,9.86,9.39,5,5,3,2,0.0,0
903,94,5.16,5.14,2,6,2,0,0.0,0
904,91,6.73,6.96,3,8,9,5,0.0,0
905,95,8.72,8.47,3,5,9,3,0.0,1
906,114,7.98,7.71,6,6,6,5,0.0,0
907,104,6.19,5.8,3,9,9,4,1.0,0
908,107,8.87,8.39,9,2,2,3,0.0,0
909,112,7.87,7.63,8,7,5,1,0.0,0
910,108,8.14,8.33,8,7,3,4,1.0,0
911,109,8.95,8.47,3,6,7,2,1.0,0
912,91,8.08,8.41,8,5,8,3,1.0,1
913,116,7.83,7.62,8,10,1,0,1.0,0
914,96,5.37,5.4,7,5,10,2,0.0,0
915,108,7.01,7.27,3,6,4,1,0.0,0
916,90,5.51,5.37,4,9,7,2,1.0,0
917,89,8.62,8.22,1,1,7,1,0.0,0
918,73,8.64,8.41,9,6,2,1,0.0,0
919,81,5.92,5.6,6,9,1,1,0.0,0
920,88,9.14,8.7,9,0,7,0,0.0,0
921,81,9.34,9.28,5,2,9,2,1.0,1
922,124,8.56,8.46,9,1,3,5,1.0,1
923,110,8.58,8.17,5,9,3,0,1.0,0
924,110,6.59,6.26,3,8,5,4,0.0,0
925,92,7.95,8.22,8,10,10,0,0.0,0
926,123,8.56,8.84,5,1,2,3,0.0,1
927,128,8.43,7.96,5,4,3,1,0.0,0
928,77,5.47,5.9,10,6,6,5,1.0,0
929,108,8.3,8.63,3,0,5,4,0.0,0
930,91,8.2,7.74,6,5,6,3,1.0,0
931,110,8.31,8.33,4,3,2,0,0.0,0
932,112,7.2,7.04,10,1,4,3,1.0,0
933,116,6.26,5.94,4,1,1,3,0.0,0
934,106,8.22,8.68,6,5,4,3,0.0,0
935,72,6.62,6.78,6,10,5,1,0.0,0
936,100,8.08,8.46,4,6,5,2,1.0,0
937,85,8.14,8.61,7,9,2,4,1.0,0
938,106,6.99,7.3,2,6,3,2,1.0,0
939,101,8.89,8.74,1,5,7,1,0.0,0
940,85,6.43,6.09,10,2,5,4,0.0,0
941,110,9.56,9.5,10,8,2,0,1.0,0
942,90,8.67,8.74,4,9,8,4,0.0,1
943,59,8.07,8.54,7,0,1,4,1.0,0
944,80,8.58,8.21,9,2,6,2,1.0,0
945,82,6.64,6.3,3,2,6,5,0.0,0
946,116,8.64,8.14,8,3,5,1,0.0,0
947,124,8.65,8.69,3,3,4,3,1.0,1
948,122,5.22,5.18,6,2,2,5,0.0,0
949,96,6.82,6.53,8,7,8,2,0.0,0
950,100,6.09,5.94,7,2,10,5,0.0,0
951,122,5.81,5.81,9,2,3,3,0.0,0
952,116,7.46,7.84,10,7,10,0,0.0,0
953,109,7.28,7.68,6,5,7,2,0.0,0
954,76,9.14,9.56,6,6,10,0,0.0,0
955,87,5.87,6.22,1,0,3,3,0.0,0
956,88,8.63,8.89,8,5,3,4,0.0,0
957,94,8.07,7.63,4,8,2,5,1.0,0
958,87,9.39,9.34,10,10,9,2,1.0,1
959,91,9.37,9.47,6,2,9,5,1.0,1
960,64,5.42,5.65,6,7,3,3,0.0,0
961,94,8.62,9.01,1,0,4,5,1.0,0
962,109,9.12,9.3,4,0,7,1,0.0,0
963,130,8.47,8.81,10,4,8,2,0.0,1
964,90,5.02,5.34,7,5,7,0,0.0,0
965,99,8.06,8.02,4,8,2,3,0.0,0
966,122,9.13,8.96,7,1,4,0,0.0,0
967,118,7.36,7.31,3,0,2,0,0.0,0
968,104,7.64,7.39,4,6,4,1,0.0,0
969,125,5.67,6.13,2,4,3,4,0.0,0
970,112,8.23,8.01,7,7,3,2,0.0,1
971,80,7.76,7.36,9,9,10,4,0.0,0
972,89,6.0,6.29,6,2,7,0,0.0,0
973,115,8.73,8.45,10,7,2,2,1.0,1
974,96,9.81,9.41,9,5,4,3,1.0,0
975,97,6.29,6.31,7,3,2,3,0.0,0
976,106,8.89,8.72,6,5,6,5,1.0,0
977,107,7.79,8.2,4,7,5,3,0.0,0
978,98,6.13,6.3,10,1,6,0,0.0,0
979,96,6.37,6.82,2,0,7,0,0.0,0
980,87,6.53,6.32,1,4,8,4,0.0,0
981,117,5.19,5.59,1,1,4,2,1.0,0
982,87,5.77,6.11,9,2,2,5,1.0,0
983,103,6.3,6.37,2,8,6,0,0.0,0
984,79,6.35,6.39,7,0,6,4,1.0,0
985,85,9.03,9.0,2,4,3,0,0.0,0
986,92,6.36,6.18,7,4,6,1,0.0,0
987,111,7.34,7.43,5,8,4,4,0.0,0
988,111,7.02,7.26,9,6,4,1,0.0,0
989,66,8.6,8.15,3,3,2,0,0.0,0
990,106,8.42,8.34,7,10,9,4,1.0,1
991,100,5.21,5.19,1,3,6,2,1.0,0
992,89,6.98,6.56,2,7,9,3,1.0,0
993,105,9.85,10.07,2,2,9,2,0.0,1
994,77,6.48,6.68,8,8,2,0,0.0,0
995,91,7.74,7.63,9,4,9,0,0.0,0
996,79,7.37,7.22,2,0,9,0,0.0,0
997,77,8.93,9.3,4,1,3,0,0.0,0
998,98,5.09,5.49,5,8,5,1,0.0,0
999,91,7.67,7.3,4,7,9,2,0.0,0
1000,86,8.38,8.04,6,1,3,4,1.0,0
1001,98,9.03,8.59,5,8,5,5,0.0,0
1002,93,8.08,8.12,5,8,7,2,1.0,0
1003,132,9.77,9.41,5,9,10,5,0.0,1
1004,126,7.84,7.88,8,1,3,4,0.0,0
1005,114,6.94,7.16,4,2,9,2,0.0,1
1006,86,6.77,7.07,7,3,10,3,0.0,0
1007,88,6.57,6.49,9,2,5,2,1.0,0
1008,83,8.31,8.75,4,3,3,1,1.0,0
1009,88,9.2,9.54,6,6,6,2,0.0,0
1010,103,6.78,6.99,5,8,3,2,0.0,0
1011,112,7.27,7.23,1,9,6,1,1.0,0
1012,92,8.08,7.75,6,5,6,1,1.0,0
1013,95,9.58,9.51,9,6,9,0,1.0,0
1014,81,7.08,6.85,7,3,3,3,0.0,0
1015,100,9.75,9.73,8,8,7,4,0.0,0
1016,94,9.03,8.54,3,3,9,0,1.0,0
1017,107,8.09,8.01,4,5,2,4,1.0,0
1018,96,7.15,7.06,4,5,6,1,0.0,0
1019,97,9.85,10.06,6,0,7,5,0.0,0
1020,102,9.37,9.45,9,1,6,3,0.0,0
1021,123,5.11,5.29,5,0,6,4,1.0,0
1022,126,8.26,8.24,4,4,10,5,0.0,1
1023,97,5.26,5.7,3,10,5,1,1.0,0
1024,110,6.07,6.17,5,9,1,2,0.0,0
1025,105,9.08,9.42,5,7,10,3,0.0,1
1026,82,7.05,7.35,9,1,7,4,0.0,0
1027,128,7.21,7.51,8,8,2,4,0.0,0
1028,99,5.24,5.39,8,6,10,0,1.0,0
1029,85,5.96,6.34,6,2,3,1,1.0,0
1030,110,5.36,5.7,3,9,4,2,0.0,0
1031,89,9.71,9.31,10,9,8,5,1.0,1
1032,101,7.69,7.98,9,3,1,3,0.0,0
1033,90,7.06,7.03,7,4,10,2,0.0,0
1034,113,5.32,5.68,2,5,8,4,0.0,1
1035,111,7.34,6.95,10,3,7,2,0.0,0
1036,76,6.18,6.25,6,9,7,2,0.0,0
1037,75,6.19,6.1,10,0,7,4,1.0,0
1038,88,7.7,8.11,5,1,7,5,1.0,0
1039,79,8.89,9.23,1,4,8,1,0.0,0
1040,81,9.17,9.12,9,6,2,4,1.0,0
1041,94,5.94,5.81,3,2,7,1,0.0,0
1042,115,7.74,7.82,10,7,3,4,1.0,0
1043,85,9.7,10.02,9,2,4,2,0.0,0
1044,101,9.24,8.99,4,4,4,2,0.0,0
1045,104,5.6,5.67,10,8,8,4,1.0,0
1046,123,6.64,6.36,7,5,8,0,0.0,0
1047,101,9.09,9.11,6,4,6,0,0.0,0
1048,84,5.37,4.87,7,6,6,3,1.0,0
1049,92,7.04,6.99,10,6,8,5,0.0,0
1050,126,7.36,7.48,2,1,4,5,0.0,0
1051,105,9.59,9.85,10,7,6,1,0.0,0
1052,104,8.9,8.69,8,0,8,4,0.0,1
1053,101,6.37,6.41,7,1,5,0,1.0,0
1054,103,6.92,6.83,10,4,5,3,0.0,0
1055,94,5.81,6.02,1,3,4,1,1.0,0
1056,91,5.02,5.36,9,7,8,2,1.0,0
1057,91,9.61,9.68,5,8,9,1,1.0,0
1058,114,5.34,5.28,4,8,5,0,0.0,0
1059,90,8.45,8.69,4,3,2,3,0.0,0
1060,71,8.81,9.07,8,2,2,5,1.0,0
1061,96,5.35,5.56,6,6,1,5,0.0,0
1062,89,5.44,5.68,4,0,3,3,0.0,0
1063,131,6.38,6.06,2,5,4,2,0.0,0
1064,85,9.04,9.31,7,1,8,0,1.0,0
1065,113,7.93,8.13,2,3,5,5,0.0,1
